title                    	CLASS	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
lcl|U00096.3_cds_AAC73287	HOST	0.2022	0.2893	0.2598	0.4268	0.145	0.06	0.43	53.71	0.6	0.526	395	423	0.035224	0.082742
lcl|U00096.3_cds_AAC73288	HOST	0.3684	0.4015	0.178	0.3081	0.466	0.361	0.636	38.7	0.556	0.507	781	810	-0.482963	0.120988
lcl|U00096.3_cds_AAC73289	HOST	0.123	0.2869	0.336	0.4	0.136	-0.007	0.379	48.59	0.593	0.517	140	151	-0.101324	0.072848
lcl|U00096.3_cds_AAC73290	HOST	0.3763	0.2688	0.3394	0.2535	0.18	0.012	0.435	55.61	0.419	0.551	310	322	-1.37205	0.093168
lcl|U00096.3_cds_AAC73291	HOST	0.4231	0.2308	0.2913	0.2255	0.165	-0.031	0.413	59.07	0.384	0.528	138	142	-0.822535	0.112676
lcl|U00096.3_cds_AAC73292	HOST	0.1455	0.2441	0.2762	0.4718	0.13	-0.029	0.369	55.12	0.618	0.544	233	247	0.059109	0.068826
lcl|U00096.3_cds_AAC73293	HOST	0.3738	0.271	0.3203	0.2125	0.198	0.053	0.462	51.13	0.408	0.552	355	362	-0.622652	0.074586
lcl|U00096.3_cds_AAC73294	HOST	0.2857	0.3292	0.1938	0.4094	0.374	0.375	0.628	43.06	0.597	0.574	191	198	-0.005556	0.055556
lcl|U00096.3_cds_AAC73295	HOST	0.3561	0.2357	0.3483	0.2168	0.144	0.01	0.422	53.09	0.389	0.571	1065	1089	-0.90551	0.077135
lcl|U00096.3_cds_AAC73296	HOST	0.3913	0.2925	0.2402	0.313	0.525	0.461	0.683	39.76	0.477	0.525	306	319	-0.232602	0.062696
lcl|U00096.3_cds_AAC73297	HOST	0.3575	0.2554	0.3851	0.1967	0.158	-0.059	0.393	55.27	0.379	0.529	657	675	-0.672296	0.103704
lcl|U00096.3_cds_AAC73298	HOST	0.3519	0.2963	0.2308	0.4286	0.352	0.245	0.559	44.07	0.535	0.509	127	129	-0.19845	0.124031
lcl|U00096.3_cds_AAC73299	HOST	0.2762	0.2762	0.2244	0.4256	0.255	0.124	0.473	45.16	0.578	0.582	412	432	-0.134259	0.071759
lcl|U00096.3_cds_AAC73300	HOST	0.2131	0.3115	0.2742	0.4038	0.14	-0.002	0.4	55.31	0.571	0.498	70	79	0.126582	0.063291
lcl|U00096.3_cds_AAT48124	HOST	0.3333	0.2745	0.3846	0.2041	0.135	0.129	0.492	55.32	0.393	0.522	61	62	-0.825806	0.032258
lcl|U00096.3_cds_AAC73301	HOST	0.223	0.3597	0.2578	0.3421	0.152	0.09	0.444	59.9	0.582	0.538	153	173	-0.141041	0.086705
lcl|U00096.3_cds_AAC73302	HOST	0.2931	0.319	0.33	0.3085	0.249	0.141	0.526	54.67	0.496	0.563	133	135	-1.057778	0.066667
lcl|U00096.3_cds_AAC73303	HOST	0.328	0.2742	0.2727	0.3605	0.332	0.235	0.563	51.76	0.509	0.525	222	236	-0.311017	0.088983
lcl|U00096.3_cds_AAC73304	HOST	0.36	0.3156	0.3228	0.2033	0.186	0.007	0.416	54.97	0.432	0.516	250	258	-0.497675	0.104651
lcl|U00096.3_cds_AAC73305	HOST	0.3556	0.2552	0.3634	0.207	0.159	0.041	0.448	54.24	0.391	0.569	524	535	-1.050841	0.076636
lcl|U00096.3_cds_AAC73306	HOST	0.1892	0.3676	0.2295	0.3721	0.195	0.158	0.498	57.42	0.632	0.566	209	226	-0.260177	0.115044
lcl|U00096.3_cds_AAC73307	HOST	0.3028	0.3761	0.2883	0.219	0.323	0.262	0.566	48.95	0.496	0.535	129	134	-0.189552	0.022388
lcl|U00096.3_cds_AAC73308	HOST	0.1624	0.3046	0.2574	0.4817	0.138	-0.047	0.373	50.85	0.644	0.505	236	256	-0.410547	0.0625
lcl|U00096.3_cds_AAC73309	HOST	0.2022	0.2584	0.2803	0.4238	0.119	-0.011	0.368	61	0.579	0.542	190	204	0.301471	0.137255
lcl|U00096.3_cds_AAC73310	HOST	0.1594	0.3442	0.3128	0.3696	0.153	-0.011	0.393	56.94	0.6	0.545	300	325	-0.168308	0.089231
lcl|U00096.3_cds_AAC73311	HOST	0.3418	0.2595	0.3926	0.1818	0.169	-0.014	0.419	54.69	0.378	0.525	172	176	-0.677841	0.102273
lcl|U00096.3_cds_AAC73312	HOST	0.3571	0.3238	0.3765	0.1627	0.193	0.035	0.453	58.6	0.406	0.496	234	240	-0.885417	0.116667
lcl|U00096.3_cds_AAC73313	HOST	0.3569	0.2824	0.3395	0.2271	0.154	-0.03	0.406	53.72	0.42	0.513	283	289	-0.789273	0.107266
lcl|U00096.3_cds_AAC73314	HOST	0.36	0.2889	0.3096	0.2169	0.211	0.104	0.488	55.19	0.427	0.542	248	254	-0.418504	0.090551
lcl|U00096.3_cds_AAC73315	HOST	0.2353	0.268	0.295	0.448	0.152	0.005	0.402	55.21	0.557	0.512	174	190	-0.161579	0.089474
lcl|U00096.3_cds_AAC73316	HOST	0.1705	0.2983	0.3601	0.3639	0.164	0.035	0.431	54.19	0.549	0.533	401	428	-0.144393	0.086449
lcl|U00096.3_cds_AAC73317	HOST	0.3866	0.2423	0.4085	0.1895	0.189	0.023	0.436	51.98	0.349	0.426	218	226	-0.503097	0.106195
lcl|U00096.3_cds_AAC73318	HOST	0.2211	0.3819	0.2765	0.3355	0.191	0.134	0.477	61	0.583	0.507	218	230	0.192174	0.113043
lcl|U00096.3_cds_AAC73319	HOST	0.2661	0.2419	0.4455	0.2661	0.154	-0.015	0.411	52.61	0.418	0.524	141	147	-1.023129	0.095238
lcl|U00096.3_cds_AAC73320	HOST	0.3564	0.2475	0.3899	0.2244	0.154	-0.002	0.425	50.02	0.388	0.53	219	225	-0.965333	0.084444
lcl|U00096.3_cds_AAC73321	HOST	0.3333	0.3231	0.4643	0.1474	0.218	0.088	0.485	57.38	0.376	0.457	229	234	-0.503419	0.098291
lcl|U00096.3_cds_ABP93434	HOST	0.4348	0.1652	0.4783	0.2532	0.132	-0.225	0.271	54.29	0.293	0.336	133	141	0.351773	0.170213
lcl|U00096.3_cds_208_[gen	HOST	0.4694	0.1429	0.4667	0.1375	0.182	-0.104	0.345	51	0.221	0.384	113	118	0.464407	0.084746
lcl|U00096.3_cds_209_[gen	HOST	0.1892	0.2838	0.4154	0.4068	0.155	-0.122	0.349	50.68	0.523	0.474	86	90	-0.436667	0.066667
lcl|U00096.3_cds_AAC73323	HOST	0.2308	0.3173	0.2228	0.4132	0.164	0.054	0.433	52.69	0.603	0.555	224	247	0.1417	0.089069
lcl|U00096.3_cds_AAC73324	HOST	0.3387	0.3548	0.3265	0.2316	0.247	0.134	0.507	59.89	0.471	0.536	140	143	-0.906993	0.06993
lcl|U00096.3_cds_AAC73325	HOST	0.3596	0.2679	0.2947	0.2429	0.176	0.044	0.444	55.36	0.436	0.593	761	769	-0.848114	0.059818
lcl|U00096.3_cds_AAC73326	HOST	0.3544	0.2468	0.3643	0.2326	0.132	-0.037	0.39	51.7	0.401	0.545	172	175	-1.254286	0.108571
lcl|U00096.3_cds_AAC73327	HOST	0.2609	0.3913	0.2486	0.3486	0.315	0.207	0.541	50.4	0.587	0.537	242	255	-0.312549	0.109804
lcl|U00096.3_cds_AAC73328	HOST	0.3211	0.4158	0.2222	0.3413	0.359	0.239	0.561	48.82	0.574	0.486	237	246	-0.372764	0.130081
lcl|U00096.3_cds_AAC73329	HOST	0.5	0.1714	0.3692	0.2667	0.223	-0.015	0.402	44.59	0.322	0.399	87	92	-0.575	0.108696
lcl|U00096.3_cds_AAC73330	HOST	0.3939	0.303	0.3333	0.1731	0.176	0.022	0.446	43.67	0.392	0.511	74	75	-1.164	0.04
lcl|U00096.3_cds_AAC73331	HOST	0.2759	0.3695	0.2	0.432	0.231	0.095	0.473	48.87	0.614	0.525	241	249	-0.459036	0.104418
lcl|U00096.3_cds_AAC73332	HOST	0.3162	0.2059	0.4196	0.3143	0.164	-0.116	0.351	53.41	0.404	0.465	151	154	-0.203896	0.136364
lcl|U00096.3_cds_220_[gen	HOST	0.2017	0.3949	0.1015	0.5388	0.336	0.29	0.576	39.17	0.743	0.581	549	570	0.14807	0.061404
lcl|U00096.3_cds_221_[gen	HOST	0.3	0.2947	0.1735	0.5138	0.326	0.191	0.529	41.61	0.621	0.53	240	251	-0.445419	0.043825
lcl|U00096.3_cds_AAC73335	HOST	0.274	0.3701	0.2428	0.3504	0.307	0.207	0.528	48.75	0.573	0.542	337	351	-0.215385	0.062678
lcl|U00096.3_cds_AAC73336	HOST	0.4658	0.2603	0.3803	0.197	0.221	-0.025	0.409	55.5	0.344	0.426	93	97	-0.653608	0.082474
lcl|U00096.3_cds_AAC73337	HOST	0.4327	0.2019	0.3736	0.3133	0.247	-0.044	0.389	50.06	0.373	0.437	126	132	-0.381061	0.113636
lcl|U00096.3_cds_AAC73338	HOST	0.3445	0.2857	0.413	0.1977	0.254	0.051	0.462	43.53	0.392	0.461	130	136	-0.308824	0.169118
lcl|U00096.3_cds_226_[gen	HOST	0.2667	0.3667	0.32	0.2444	0.304	0.169	0.508	48.13	0.508	0.512	65	69	0.089855	0.115942
lcl|U00096.3_cds_227_[gen	HOST	0.3462	0.2385	0.2308	0.4344	0.275	0.106	0.491	47.25	0.528	0.546	159	166	-0.741566	0.078313
lcl|U00096.3_cds_AAC73341	HOST	0.36	0.275	0.3721	0.1775	0.149	0.015	0.434	54.22	0.385	0.539	442	452	-0.999779	0.081858
lcl|U00096.3_cds_AAC73342	HOST	0.374	0.3659	0.2328	0.2427	0.514	0.437	0.664	40.45	0.49	0.522	143	152	-0.048026	0.078947
lcl|U00096.3_cds_AAC73343	HOST	0.2355	0.3314	0.2328	0.371	0.154	0.032	0.415	57.42	0.59	0.551	371	395	-0.011392	0.060759
lcl|U00096.3_cds_231_[gen	HOST	0.3131	0.2525	0.2784	0.4632	0.43	0.303	0.591	39.61	0.543	0.506	127	133	-0.511278	0.12782
lcl|U00096.3_cds_AAC73345	HOST	0.2472	0.1798	0.3406	0.428	0.134	-0.058	0.356	52.27	0.482	0.455	309	336	0.285714	0.053571
lcl|U00096.3_cds_AAC73346	HOST	0.1155	0.3036	0.2815	0.4825	0.146	0.006	0.401	47.04	0.661	0.578	327	350	0.010571	0.08
lcl|U00096.3_cds_AAC73347	HOST	0.3591	0.2878	0.3206	0.2179	0.186	0.082	0.474	54.11	0.426	0.573	371	384	-1.160417	0.067708
lcl|U00096.3_cds_235_[gen	HOST	0.5333	0.1333	0.5333	0.1538	0.22	-0.191	0.3	*****	0.2	0.333	20	21	0.028571	0.047619
lcl|U00096.3_cds_AAC73348	HOST	0.3542	0.2604	0.3614	0.2152	0.24	0.144	0.519	54.7	0.396	0.529	106	109	-0.522018	0.055046
lcl|U00096.3_cds_AAC73349	HOST	0.3068	0.2386	0.3671	0.2895	0.171	0.059	0.434	48.51	0.434	0.584	99	101	-1.024752	0.059406
lcl|U00096.3_cds_ABD18634	HOST	0.2623	0.2131	0.3571	0.3774	0.141	0.008	0.391	47.88	0.478	0.581	69	70	-1.104286	0.057143
lcl|U00096.3_cds_AAC73350	HOST	0.2538	0.3923	0.1371	0.453	0.249	0.17	0.5	48.29	0.675	0.586	154	158	-0.268354	0.056962
lcl|U00096.3_cds_AAC73351	HOST	0.2748	0.2901	0.3679	0.2308	0.165	0.034	0.409	54.57	0.453	0.582	137	142	-0.573239	0.091549
lcl|U00096.3_cds_AAC73352	HOST	0.25	0.3235	0.25	0.3636	0.231	0.254	0.562	59.29	0.575	0.617	73	74	-0.922973	0.081081
lcl|U00096.3_cds_AAC73353	HOST	0.3226	0.2742	0.375	0.2613	0.176	0.074	0.455	49.69	0.434	0.548	145	146	-0.897945	0.09589
lcl|U00096.3_cds_AAC73354	HOST	0.2083	0.3333	0.31	0.3229	0.156	0.045	0.433	56.1	0.559	0.516	127	142	-0.511972	0.084507
lcl|U00096.3_cds_244_[gen	HOST	0.2899	0.3768	0.1493	0.2931	0.313	0.17	0.493	38.94	0.589	0.557	73	73	1.556164	0.054795
lcl|U00096.3_cds_245_[gen	HOST	0.2963	0.2037	0.1538	0.54	0.246	0.126	0.468	34.96	0.613	0.583	62	64	-0.217188	0.078125
lcl|U00096.3_cds_AAC73355	HOST	0.1568	0.3941	0.2277	0.3878	0.138	0.005	0.409	48.84	0.671	0.588	252	264	-0.216288	0.068182
lcl|U00096.3_cds_AAC73356	HOST	0.2894	0.3404	0.1528	0.4419	0.243	0.037	0.424	47.13	0.629	0.569	278	287	0.003136	0.076655
lcl|U00096.3_cds_AAC73357	HOST	0.3906	0.279	0.3035	0.224	0.226	0.098	0.488	54.09	0.415	0.506	260	266	-0.297368	0.086466
lcl|U00096.3_cds_249_[gen	HOST	0.2982	0.3743	0.3149	0.2632	0.246	0.147	0.502	57.43	0.502	0.516	217	228	-0.664474	0.070175
lcl|U00096.3_cds_AAC73359	HOST	0.3355	0.2248	0.4033	0.2686	0.179	0.064	0.45	55.47	0.391	0.459	371	383	-0.762924	0.062663
lcl|U00096.3_cds_251_[gen	HOST	0.2323	0.3737	0.2483	0.3684	0.213	0.125	0.477	53.41	0.597	0.547	350	369	-0.302168	0.078591
lcl|U00096.3_cds_AAC73362	HOST	0.1679	0.3431	0.3532	0.2869	0.159	-0.05	0.391	52.63	0.545	0.559	297	324	-0.466358	0.08642
lcl|U00096.3_cds_AAC73363	HOST	0.4242	0.3033	0.1994	0.2313	0.246	0.131	0.497	52.43	0.452	0.555	447	460	-0.160652	0.123913
lcl|U00096.3_cds_AAC73364	HOST	0.2566	0.283	0.1535	0.5345	0.34	0.282	0.579	39.73	0.655	0.604	304	310	-0.03	0.074194
lcl|U00096.3_cds_AAC73365	HOST	0.1701	0.3472	0.2604	0.3796	0.147	0.026	0.434	50.11	0.621	0.573	311	338	-0.225444	0.08284
lcl|U00096.3_cds_256_[gen	HOST	0.2115	0.4615	0.134	0.3659	0.405	0.371	0.619	32.22	0.69	0.568	113	115	0.649565	0.078261
lcl|U00096.3_cds_AAC73367	HOST	0.2137	0.313	0.2213	0.5304	0.234	0.184	0.516	46.78	0.65	0.555	157	167	-0.62515	0.113772
lcl|U00096.3_cds_AAC73368	HOST	0.3462	0.4487	0.1912	0.1905	0.332	0.286	0.598	45.17	0.54	0.538	87	91	-0.302198	0.054945
lcl|U00096.3_cds_259_[gen	HOST	0.3953	0.1395	0.4222	0.3571	0.185	-0.053	0.386	48.56	0.368	0.409	57	57	-0.740351	0.070175
lcl|U00096.3_cds_260_[gen	HOST	0.45	0.3667	0.2647	0.2188	0.357	0.285	0.593	43.27	0.444	0.47	81	83	-0.833735	0.072289
lcl|U00096.3_cds_261_[gen	HOST	0.3636	0.25	0.2603	0.3857	0.291	0.106	0.48	54.31	0.49	0.518	100	103	-0.105825	0.106796
lcl|U00096.3_cds_AAC73370	HOST	0.2681	0.25	0.3137	0.3168	0.172	0.047	0.44	56.48	0.492	0.64	364	369	-0.665854	0.056911
lcl|U00096.3_cds_AAC73371	HOST	0.348	0.2821	0.321	0.1942	0.162	0.049	0.441	53.45	0.418	0.626	297	298	-1.064094	0.033557
lcl|U00096.3_cds_AAC73372	HOST	0.1031	0.4919	0.0687	0.5565	0.394	0.416	0.659	33.52	0.853	0.668	631	655	-0.023664	0.051908
lcl|U00096.3_cds_AAC73373	HOST	0.0777	0.5815	0.0491	0.4969	0.395	0.419	0.653	30.34	0.89	0.626	438	460	0.68087	0.130435
lcl|U00096.3_cds_AAC73374	HOST	0.0733	0.5978	0.0831	0.4944	0.414	0.468	0.691	31.9	0.874	0.645	508	536	-0.465298	0.13806
lcl|U00096.3_cds_AAC73375	HOST	0.32	0.2578	0.3366	0.2341	0.154	0.03	0.425	51.13	0.429	0.644	247	247	-1.115385	0.040486
lcl|U00096.3_cds_AAC73376	HOST	0.3275	0.2718	0.3802	0.1839	0.169	0.057	0.456	48.12	0.394	0.606	320	323	-0.999381	0.049536
lcl|U00096.3_cds_269_[gen	HOST	0.4528	0.3208	0.3409	0.175	0.254	0.099	0.492	61	0.381	0.426	63	68	-0.323529	0.132353
lcl|U00096.3_cds_AAC73377	HOST	0.2137	0.313	0.2213	0.5304	0.234	0.184	0.516	46.78	0.65	0.555	157	167	-0.62515	0.113772
lcl|U00096.3_cds_AAC73378	HOST	0.3462	0.4487	0.1912	0.1905	0.332	0.286	0.598	45.17	0.54	0.538	87	91	-0.302198	0.054945
lcl|U00096.3_cds_272_[gen	HOST	0.4078	0.2524	0.2829	0.3604	0.32	0.153	0.509	48.44	0.464	0.488	265	275	-0.505455	0.101818
lcl|U00096.3_cds_AAC73380	HOST	0.2558	0.2849	0.3025	0.3427	0.157	-0.056	0.366	50.96	0.513	0.46	191	198	0.346465	0.075758
lcl|U00096.3_cds_AAC73381	HOST	0.4101	0.1742	0.4658	0.2879	0.182	-0.175	0.338	51.14	0.329	0.389	210	216	-0.503704	0.125
lcl|U00096.3_cds_AAC73382	HOST	0.4258	0.2488	0.4332	0.2	0.178	-0.11	0.366	53.67	0.339	0.376	257	258	-0.745737	0.085271
lcl|U00096.3_cds_AAC73383	HOST	0.2895	0.4912	0.2921	0.1605	0.22	0.147	0.516	48.28	0.539	0.475	128	132	-0.482576	0.113636
lcl|U00096.3_cds_AAC73384	HOST	0.2343	0.2914	0.3879	0.3416	0.18	-0.005	0.399	56.58	0.494	0.455	429	446	-0.126233	0.087444
lcl|U00096.3_cds_278_[gen	HOST	0.4	0.2556	0.2442	0.359	0.256	0.134	0.481	53.16	0.472	0.5	108	112	-0.3	0.133929
lcl|U00096.3_cds_279_[gen	HOST	0.2609	0.4783	0.0952	0.3	0.126	-0.213	0.28	*****	0.68	0.641	25	26	0.530769	0.038462
lcl|U00096.3_cds_AAC73386	HOST	0.2143	0.3684	0.2063	0.4191	0.249	0.113	0.474	51.17	0.646	0.601	308	318	-0.090881	0.075472
lcl|U00096.3_cds_AAC73387	HOST	0.1304	0.2871	0.2666	0.4583	0.126	0.036	0.415	49.65	0.644	0.604	663	707	-0.423904	0.072136
lcl|U00096.3_cds_AAC73388	HOST	0.1227	0.3383	0.2451	0.4407	0.132	0.086	0.441	52.96	0.672	0.617	290	309	-0.314563	0.087379
lcl|U00096.3_cds_AAC73389	HOST	0.2917	0.3281	0.3396	0.2516	0.175	0.046	0.458	54.15	0.481	0.57	212	217	-1.178802	0.087558
lcl|U00096.3_cds_AAC73390	HOST	0.4353	0.2882	0.2344	0.2605	0.217	-0.009	0.418	53.96	0.435	0.47	184	190	0.06	0.147368
lcl|U00096.3_cds_AAC73391	HOST	0.2469	0.3951	0.3056	0.3538	0.184	0.127	0.485	51.45	0.567	0.522	97	104	-0.6375	0.096154
lcl|U00096.3_cds_AAC73392	HOST	0.199	0.2985	0.3041	0.3782	0.127	-0.028	0.384	57.65	0.564	0.548	211	224	-0.047322	0.102679
lcl|U00096.3_cds_AAC73393	HOST	0.2545	0.1853	0.366	0.3434	0.146	-0.021	0.395	56.26	0.448	0.534	491	516	-0.262984	0.063953
lcl|U00096.3_cds_AAC73394	HOST	0.1669	0.2767	0.3313	0.371	0.157	-0.01	0.407	53.93	0.557	0.561	761	814	-0.064496	0.07371
lcl|U00096.3_cds_AAC73395	HOST	0.1765	0.3155	0.3051	0.3393	0.143	-0.002	0.399	57.83	0.571	0.558	203	214	-0.131308	0.070093
lcl|U00096.3_cds_AAC73396	HOST	0.1701	0.1701	0.3856	0.3904	0.137	-0.033	0.355	54.38	0.494	0.552	166	183	-0.244809	0.092896
lcl|U00096.3_cds_AAC73397	HOST	0.2973	0.1757	0.4207	0.3333	0.113	-0.112	0.326	51.93	0.39	0.4	172	185	-0.030811	0.086486
lcl|U00096.3_cds_AAC73398	HOST	0.2321	0.2321	0.375	0.3846	0.122	-0.102	0.343	51.45	0.493	0.465	67	71	-0.649296	0.042254
lcl|U00096.3_cds_ABD18636	HOST	0.2	0.4286	0.3438	0.3	0.207	0.151	0.476	46.69	0.571	0.426	42	43	0.083721	0.093023
lcl|U00096.3_cds_AAC73399	HOST	0.3836	0.2603	0.2769	0.35	0.29	0.015	0.442	50.02	0.465	0.46	86	87	-0.52069	0.126437
lcl|U00096.3_cds_ACO59990	HOST	0.5556	0.0741	0.6	0.0556	0.142	-0.263	0.267	*****	0.1	0.322	30	30	-0.403333	0.133333
lcl|U00096.3_cds_296_[gen	HOST	0.5	0.1	0.4762	0.2105	0.232	-0.038	0.385	37.57	0.231	0.402	26	29	-0.296552	0.103448
lcl|U00096.3_cds_297_[gen	HOST	0.4619	0.2119	0.2488	0.3316	0.285	0.047	0.46	47.98	0.416	0.483	274	290	-0.506897	0.117241
lcl|U00096.3_cds_AAC73401	HOST	0.2568	0.3514	0.3714	0.2424	0.262	0.165	0.529	61	0.483	0.538	87	88	-0.710227	0.056818
lcl|U00096.3_cds_AAC73402	HOST	0.2876	0.2275	0.3246	0.326	0.205	0.102	0.463	56.14	0.474	0.568	268	276	-0.492391	0.072464
lcl|U00096.3_cds_300_[gen	HOST	0.4034	0.2841	0.3333	0.2953	0.217	-0.03	0.4	58.2	0.427	0.428	220	228	-0.487281	0.114035
lcl|U00096.3_cds_301_[gen	HOST	0.6471	0.0294	0.4138	0.2222	0.238	-0.187	0.317	49.15	0.171	0.357	41	42	-0.111905	0.095238
lcl|U00096.3_cds_AAC73404	HOST	0.2993	0.2789	0.2835	0.4	0.158	-0.084	0.347	61	0.521	0.473	167	182	-0.007692	0.126374
lcl|U00096.3_cds_AAC73406	HOST	0.3793	0.1207	0.5417	0.4359	0.135	-0.102	0.347	39.66	0.333	0.364	72	77	-0.338961	0.142857
lcl|U00096.3_cds_AAC73407	HOST	0.3904	0.2669	0.3656	0.2209	0.175	-0.084	0.397	54.96	0.387	0.479	393	405	-0.801482	0.145679
lcl|U00096.3_cds_AAC73408	HOST	0.2435	0.3348	0.285	0.3626	0.137	0.017	0.409	60.2	0.563	0.526	254	272	-0.251838	0.106618
lcl|U00096.3_cds_AAC73409	HOST	0.3854	0.2604	0.3353	0.2393	0.188	0.034	0.445	55.85	0.405	0.52	220	228	-0.707895	0.087719
lcl|U00096.3_cds_AAC73410	HOST	0.3952	0.2626	0.2626	0.3405	0.283	0.072	0.464	49.53	0.464	0.503	453	475	-0.313263	0.071579
lcl|U00096.3_cds_AAC73411	HOST	0.3351	0.2629	0.3395	0.2516	0.17	-0.007	0.433	60.8	0.429	0.554	210	213	-0.523474	0.098592
lcl|U00096.3_cds_AAC73413	HOST	0.4535	0.2093	0.3851	0.2612	0.227	0.007	0.422	54.84	0.336	0.371	211	222	0.009009	0.099099
lcl|U00096.3_cds_AAC73414	HOST	0.1688	0.3101	0.2636	0.4132	0.154	0.037	0.428	53.36	0.617	0.578	512	541	-0.14085	0.060998
lcl|U00096.3_cds_AAC73415	HOST	0.3223	0.2986	0.3091	0.2293	0.139	0.039	0.433	58.13	0.454	0.601	460	470	-1.271277	0.059574
lcl|U00096.3_cds_AAC73416	HOST	0.1562	0.3812	0.3022	0.3566	0.15	-0.01	0.414	57.8	0.615	0.582	174	188	-0.33617	0.090426
lcl|U00096.3_cds_AAC73417	HOST	0.4046	0.257	0.262	0.227	0.186	0.073	0.449	54.18	0.415	0.57	641	651	-0.29447	0.070661
lcl|U00096.3_cds_AAC73418	HOST	0.4027	0.2383	0.3811	0.194	0.173	-0.111	0.374	56.56	0.353	0.484	329	337	-0.549258	0.121662
lcl|U00096.3_cds_AAC73419	HOST	0.3496	0.2782	0.3769	0.2308	0.196	0.015	0.443	54.84	0.415	0.517	287	292	-0.622945	0.143836
lcl|U00096.3_cds_AAC73420	HOST	0.2937	0.2937	0.246	0.3167	0.228	0.028	0.438	42.78	0.523	0.531	153	165	0.787273	0.157576
lcl|U00096.3_cds_AAC73421	HOST	0.1871	0.3161	0.2867	0.4228	0.125	0.046	0.398	51.57	0.591	0.482	171	186	0.222043	0.112903
lcl|U00096.3_cds_AAC73422	HOST	0.2096	0.3362	0.2933	0.3833	0.148	0.033	0.416	52.7	0.573	0.488	255	271	0.2	0.095941
lcl|U00096.3_cds_AAC73423	HOST	0.236	0.4282	0.1901	0.4011	0.358	0.299	0.59	42.43	0.651	0.556	498	515	-0.066408	0.04466
lcl|U00096.3_cds_AAC73424	HOST	0.1392	0.2532	0.3144	0.4274	0.109	-0.028	0.385	50.2	0.594	0.596	421	453	-0.392053	0.075055
lcl|U00096.3_cds_AAC73426	HOST	0.2724	0.3969	0.1875	0.3913	0.348	0.217	0.542	44	0.619	0.563	310	316	-0.074683	0.044304
lcl|U00096.3_cds_AAC73427	HOST	0.3377	0.2984	0.3754	0.1756	0.202	0.063	0.465	56.31	0.402	0.578	430	440	-0.973636	0.063636
lcl|U00096.3_cds_AAC73428	HOST	0.1691	0.2978	0.2648	0.4518	0.137	0.045	0.418	54.3	0.62	0.545	297	332	-0.053615	0.093373
lcl|U00096.3_cds_AAC73429	HOST	0.2967	0.2775	0.3563	0.3673	0.161	-0.02	0.398	57.98	0.475	0.399	236	257	0.239689	0.136187
lcl|U00096.3_cds_AAC73430	HOST	0.2951	0.3115	0.3704	0.3333	0.176	-0.069	0.392	61	0.486	0.478	74	76	-0.948684	0.118421
lcl|U00096.3_cds_AAC73431	HOST	0.4384	0.2562	0.1958	0.3088	0.222	0.022	0.441	57.74	0.445	0.504	211	217	-0.224885	0.147465
lcl|U00096.3_cds_AAC73432	HOST	0.3846	0.3538	0.4815	0.1176	0.203	0.055	0.463	51.83	0.362	0.412	80	80	-1.06375	0.0625
lcl|U00096.3_cds_AAC73433	HOST	0.3369	0.2811	0.3098	0.2339	0.186	0.086	0.48	53.67	0.442	0.568	502	507	-0.675345	0.08284
lcl|U00096.3_cds_AAC73434	HOST	0.1598	0.2828	0.2723	0.4502	0.134	0.005	0.39	51.48	0.621	0.569	264	288	-0.256945	0.076389
lcl|U00096.3_cds_AAC73436	HOST	0.1606	0.3061	0.3003	0.4064	0.165	0.098	0.464	51.16	0.6	0.563	360	381	-0.322835	0.068241
lcl|U00096.3_cds_AAC73437	HOST	0.1802	0.3046	0.2591	0.3995	0.136	-0.047	0.388	54.79	0.61	0.579	438	469	-0.58678	0.083156
lcl|U00096.3_cds_AAC73438	HOST	0.1981	0.2932	0.2552	0.4013	0.147	0.054	0.435	53.76	0.597	0.59	559	616	-0.375	0.100649
lcl|U00096.3_cds_AAC73439	HOST	0.2344	0.2315	0.27	0.4255	0.143	0.006	0.394	54.03	0.553	0.556	358	392	0.129592	0.140306
lcl|U00096.3_cds_AAC73440	HOST	0.2746	0.3584	0.2336	0.3993	0.315	0.171	0.516	45.8	0.586	0.535	411	427	-0.216628	0.074941
lcl|U00096.3_cds_AAC73441	HOST	0.2041	0.3469	0.2629	0.38	0.151	0.108	0.464	58.82	0.603	0.558	267	291	-0.488316	0.113402
lcl|U00096.3_cds_AAC73442	HOST	0.3175	0.3386	0.2628	0.2384	0.238	0.172	0.517	56.29	0.498	0.597	201	206	-0.541748	0.097087
lcl|U00096.3_cds_AAC73443	HOST	0.168	0.296	0.3214	0.4245	0.163	0.02	0.403	55.56	0.59	0.514	139	151	0.015894	0.099338
lcl|U00096.3_cds_AAC73444	HOST	0.2056	0.3583	0.2154	0.3904	0.199	0.204	0.519	53.3	0.636	0.606	335	362	0.194751	0.121547
lcl|U00096.3_cds_AAC73445	HOST	0.2318	0.1987	0.3694	0.4245	0.147	-0.063	0.368	52.31	0.489	0.448	182	189	0.08254	0.074074
lcl|U00096.3_cds_AAC73446	HOST	0.3231	0.2284	0.3264	0.315	0.16	-0.058	0.357	55.96	0.444	0.471	378	403	0.434243	0.133995
